1,3571,3571
2,2203,5774
3,2209,7983
4,2115,10098
5,2760,12858
6,2137,14995
7,2135,17130
8,2217,19347
9,2140,21487
10,2168,23655
11,2144,25799
12,2208,28007
13,2161,30168
14,2265,32433
15,2145,34578
16,2139,36717
17,2153,38870
18,2138,41008
19,2160,43168
20,2168,45336
21,2114,47450
22,2168,49618
23,2118,51736
24,2164,53900
25,2211,56111
26,2163,58274
27,2123,60397
28,2163,62560
29,2135,64695
30,2164,66859
31,2156,69015
32,2141,71156
33,2161,73317
34,2172,75489
35,2161,77650
36,2202,79852
37,2164,82016
38,2141,84157
39,2152,86309
40,2145,88454
41,2270,90724
42,2203,92927
43,2168,95095
44,2202,97297
45,2141,99438
46,2176,101614
47,2140,103754
48,2197,105951
49,2143,108094
50,2211,110305
51,2144,112449
52,2153,114602
53,2146,116748
54,2158,118906
55,2141,121047
56,2145,123192
57,2202,125394
58,2219,127613
59,2154,129767
60,2150,131917
61,2160,134077
62,2166,136243
63,2158,138401
64,2154,140555
65,2217,142772
66,2188,144960
67,2141,147101
68,2194,149295
69,2134,151429
70,2143,153572
71,2160,155732
72,2151,157883
73,2206,160089
74,2162,162251
75,2182,164433
76,2157,166590
77,2142,168732
78,2152,170884
79,2134,173018
80,2167,175185
81,2206,177391
82,2190,179581
83,2138,181719
84,2157,183876
85,2136,186012
86,2153,188165
87,2136,190301
88,2159,192460
89,2228,194688
90,2156,196844
91,2201,199045
92,2150,201195
93,2133,203328
94,2156,205484
95,2205,207689
96,2158,209847
97,2137,211984
98,2160,214144
99,2129,216273
100,2159,218432
