1,9199,9199
2,8112,17311
3,8782,26093
4,14109,40202
5,8152,48354
6,8114,56468
7,14101,70569
8,8172,78741
9,8415,87156
10,9073,96229
11,14167,110396
12,8185,118581
13,8145,126726
14,10355,137081
15,14145,151226
16,8228,159454
17,8177,167631
18,14114,181745
19,8045,189790
20,8061,197851
21,8068,205919
22,11072,216991
23,8089,225080
24,8058,233138
25,8062,241200
26,8052,249252
27,15930,265182
28,8156,273338
29,8070,281408
30,12145,293553
31,8121,301674
32,15901,317575
33,8042,325617
34,15884,341501
35,8075,349576
36,8050,357626
37,8044,365670
38,15927,381597
39,8069,389666
40,9138,398804
41,8418,407222
42,9797,417019
43,11491,428510
44,8228,436738
45,8220,444958
46,8201,453159
47,8187,461346
48,8210,469556
49,8222,477778
50,8209,485987
51,8223,494210
52,8207,502417
53,8191,510608
54,8390,518998
55,8195,527193
56,8178,535371
57,8168,543539
58,8208,551747
59,8495,560242
60,8179,568421
61,8217,576638
62,8193,584831
63,8189,593020
64,8226,601246
65,8207,609453
66,8201,617654
67,8211,625865
68,8199,634064
69,8195,642259
70,8179,650438
71,8201,658639
72,8187,666826
73,11671,678497
74,14154,692651
75,8149,700800
76,8186,708986
77,8185,717171
78,8685,725856
79,14074,739930
80,8134,748064
81,8180,756244
82,14120,770364
83,8208,778572
84,8047,786619
85,14066,800685
86,8228,808913
87,8499,817412
88,8141,825553
89,8151,833704
90,12058,845762
91,8225,853987
92,8139,862126
93,15945,878071
94,14039,892110
95,8108,900218
96,8198,908416
97,14104,922520
98,15961,938481
99,8771,947252
100,8130,955382
