1,17564,17564
2,15590,33154
3,24934,58088
4,22314,80402
5,23626,104028
6,29904,133932
7,22256,156188
8,18164,174352
9,26492,200844
10,20376,221220
11,29025,250245
12,22059,272304
13,28779,301083
14,20936,322019
15,16569,338588
16,22293,360881
17,17809,378690
18,22772,401462
19,20807,422269
20,17592,439861
21,17489,457350
22,24055,481405
23,21324,502729
24,16808,519537
25,24083,543620
26,17092,560712
27,23361,584073
28,18894,602967
29,18971,621938
30,16307,638245
31,23019,661264
32,18565,679829
33,29176,709005
34,19313,728318
35,17409,745727
36,32766,778493
37,36390,814883
38,23968,838851
39,28655,867506
40,23275,890781
41,24348,915129
42,18478,933607
43,30606,964213
44,25837,990050
45,28719,1018769
46,18840,1037609
47,18440,1056049
48,32481,1088530
49,24444,1112974
50,21253,1134227
51,17958,1152185
52,26042,1178227
53,21967,1200194
54,21009,1221203
55,20808,1242011
56,22309,1264320
57,35708,1300028
58,23199,1323227
59,23000,1346227
60,21248,1367475
61,24971,1392446
62,23456,1415902
63,33885,1449787
64,21217,1471004
65,20155,1491159
66,25669,1516828
67,17493,1534321
68,31598,1565919
69,19622,1585541
70,34276,1619817
71,27267,1647084
72,15393,1662477
73,25703,1688180
74,29730,1717910
75,16701,1734611
76,27987,1762598
77,23645,1786243
78,27921,1814164
79,25384,1839548
80,20417,1859965
81,21113,1881078
82,26501,1907579
83,23199,1930778
84,30693,1961471
85,32474,1993945
86,20637,2014582
87,22532,2037114
88,32731,2069845
89,15722,2085567
90,30395,2115962
91,23459,2139421
92,18700,2158121
93,24470,2182591
94,23553,2206144
95,40875,2247019
96,15541,2262560
97,27565,2290125
98,28535,2318660
99,20430,2339090
100,23363,2362453
